offer_accepted,reward,mailer_type,income_level,#_bank_accounts_open,overdraft_protection,credit_rating,#_credit_cards_held,#_homes_owned,household_size,own_your_home,average_balance
No,Air Miles,Letter,Medium,1,Yes,High,more than 2,1,5,Yes,7.170504084888706
No,Cash Back,Letter,Medium,1,No,High,more than 2,1,6,Yes,6.821107472256465
No,Air Miles,Postcard,High,1,No,Medium,1,1,3,Yes,7.171656822768514
No,Air Miles,Letter,Low,1,No,High,1,1,3,Yes,7.1798794525179686
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,No,7.0707241072602764
No,Points,Letter,Low,1,No,High,more than 2,more than 1,3,Yes,7.05444965813294
No,Cash Back,Letter,Medium,1,No,High,more than 2,1,4,No,7.013465733404251
No,Points,Letter,High,1,No,Low,2,1,4,Yes,6.896441519081864
No,Points,Postcard,Low,more than 1,No,High,more than 2,1,2,No,6.535604049903906
No,Air Miles,Postcard,High,1,No,High,2,1,4,No,6.853035066781904
No,Air Miles,Postcard,Medium,more than 1,No,Medium,2,more than 1,3,Yes,6.505036396541998
No,Cash Back,Letter,High,more than 1,No,High,2,1,1,No,6.738152494595957
No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,6.963426476352598
No,Points,Postcard,Low,1,No,High,more than 2,1,5,Yes,7.146378401144733
No,Air Miles,Letter,Medium,1,No,Low,1,1,3,No,6.5231951315538685
No,Cash Back,Letter,Low,1,No,Medium,2,more than 1,3,Yes,7.056821626900031
No,Air Miles,Letter,Medium,1,Yes,High,1,1,2,Yes,6.885254013635623
Yes,Points,Letter,Medium,more than 1,No,Medium,2,1,4,Yes,6.888827269096618
No,Cash Back,Letter,Low,1,No,Medium,1,1,1,No,7.190487621708004
No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,7.158124816549939
No,Cash Back,Postcard,High,1,No,Medium,more than 2,more than 1,4,No,7.270312886079025
No,Points,Postcard,Medium,more than 1,No,High,1,1,5,No,6.963189985870238
No,Cash Back,Postcard,High,1,No,Low,1,1,3,Yes,6.9596359008591255
No,Air Miles,Postcard,High,1,No,High,more than 2,1,3,Yes,6.665683717782408
No,Air Miles,Letter,High,1,No,Medium,2,1,3,No,6.7013459266590925
No,Points,Postcard,Low,1,No,High,2,1,4,Yes,7.041630362538164
No,Cash Back,Letter,High,1,No,Low,2,1,2,Yes,7.143222579985179
No,Air Miles,Letter,Medium,1,No,High,1,1,6,Yes,7.236339342754344
No,Cash Back,Postcard,Medium,more than 1,No,Medium,1,1,4,Yes,6.637585631614988
No,Points,Letter,High,1,No,High,more than 2,more than 1,5,Yes,7.189733616017239
No,Points,Postcard,Medium,1,No,High,1,1,2,Yes,7.178164022763461
No,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,5,Yes,7.011664742372648
No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,6.995079107153812
No,Points,Letter,Medium,1,No,High,more than 2,1,4,No,7.195749802615963
No,Air Miles,Postcard,Low,more than 1,No,Low,2,more than 1,6,Yes,7.003065458786462
No,Cash Back,Postcard,High,1,Yes,High,1,1,4,No,6.559969282460651
No,Points,Postcard,Low,1,No,Medium,more than 2,more than 1,4,No,6.666956792429207
No,Cash Back,Letter,Low,1,No,Medium,2,1,5,Yes,7.167809184316444
No,Cash Back,Letter,Low,1,No,Medium,1,more than 1,5,No,6.947937068614969
No,Points,Letter,Medium,more than 1,No,Medium,more than 2,1,5,Yes,6.841615476477592
No,Points,Postcard,High,more than 1,No,Medium,more than 2,1,3,No,6.755477843536559
No,Cash Back,Letter,Medium,1,No,High,2,more than 1,5,No,7.496374930188148
No,Air Miles,Postcard,Medium,1,No,Medium,2,more than 1,3,Yes,6.592359367962841
No,Air Miles,Letter,High,1,No,Low,2,1,4,Yes,7.299290481556803
No,Cash Back,Letter,High,more than 1,No,High,2,1,3,Yes,6.499411030123129
No,Air Miles,Letter,High,more than 1,Yes,Medium,more than 2,1,4,Yes,6.9985096422506015
No,Air Miles,Postcard,Medium,1,Yes,Medium,2,more than 1,3,Yes,7.085064293952548
No,Points,Letter,Medium,more than 1,No,Medium,1,1,4,Yes,6.897957436502026
No,Air Miles,Letter,High,more than 1,No,High,1,more than 1,4,No,7.010086210079599
No,Cash Back,Letter,High,more than 1,Yes,Medium,1,more than 1,5,No,6.899723107284872
No,Points,Letter,Low,1,No,High,2,1,2,Yes,7.204520970166961
No,Cash Back,Letter,Low,1,Yes,Low,more than 2,1,3,No,6.609012259170931
Yes,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,4,No,7.178736159710507
No,Cash Back,Postcard,Low,more than 1,No,Low,2,more than 1,4,Yes,6.945773346169658
No,Points,Letter,Medium,more than 1,No,Low,2,1,3,No,6.9172104377528925
No,Points,Letter,High,1,No,Medium,more than 2,more than 1,1,Yes,7.125283091510712
No,Points,Letter,High,1,No,Low,2,1,2,Yes,6.821380063235392
No,Air Miles,Letter,Low,1,No,High,more than 2,1,3,Yes,6.8343778091773615
No,Points,Postcard,High,1,Yes,Low,2,more than 1,5,No,7.160457632537892
No,Air Miles,Letter,Medium,1,No,High,more than 2,1,3,Yes,7.133894339276146
No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,7.034387929915503
No,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,6.53451531816871
No,Air Miles,Letter,Medium,1,No,Medium,1,1,6,Yes,7.122866658599083
No,Cash Back,Postcard,High,1,No,Low,more than 2,1,2,No,7.008957159491104
No,Air Miles,Letter,Low,more than 1,No,Medium,2,more than 1,5,Yes,6.625060748041395
No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,6.442141998037695
No,Air Miles,Letter,High,1,No,Medium,2,more than 1,4,No,7.265779312490165
No,Cash Back,Letter,High,1,No,Low,1,1,3,No,6.954638864880987
No,Cash Back,Letter,Low,1,No,Low,2,1,5,Yes,6.7086943981838845
No,Cash Back,Letter,Low,1,No,High,1,1,3,Yes,6.786716950605081
No,Points,Postcard,High,1,No,Medium,1,1,2,No,6.590987625635259
No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,7.195749802615963
No,Cash Back,Letter,Low,1,Yes,Low,more than 2,1,3,Yes,7.0486035875695165
No,Cash Back,Postcard,High,1,No,High,2,1,4,No,6.697651341175731
No,Points,Postcard,Medium,more than 1,No,Low,2,1,3,No,7.080236915494119
No,Points,Letter,High,more than 1,No,Medium,2,1,3,Yes,6.827087375914682
Yes,Cash Back,Postcard,Low,1,No,Medium,2,1,2,Yes,6.619072706196772
No,Points,Postcard,Low,1,No,High,2,more than 1,3,No,6.885509670034818
No,Air Miles,Letter,High,1,No,Medium,2,1,2,Yes,7.07178556580384
No,Air Miles,Postcard,Low,1,No,Low,2,1,2,No,7.027758071376834
No,Points,Letter,Low,more than 1,No,Low,more than 2,1,4,No,6.874715424903937
No,Air Miles,Letter,Medium,more than 1,No,Medium,more than 2,1,2,Yes,6.929027414257677
No,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,6.908504997872683
No,Air Miles,Letter,High,1,No,Medium,1,1,5,No,6.589613999045648
No,Air Miles,Letter,Medium,1,No,Low,more than 2,1,3,No,6.90625415285587
No,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,6.506157682400462
No,Cash Back,Letter,Low,1,No,High,more than 2,1,4,Yes,6.8992189479598505
No,Air Miles,Letter,High,1,No,Medium,2,1,5,Yes,6.464977635989993
No,Cash Back,Postcard,High,1,No,Low,1,1,2,Yes,6.78981598111745
No,Cash Back,Letter,Medium,more than 1,No,High,more than 2,1,4,Yes,7.13528917859764
No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,6.500538637835167
No,Cash Back,Letter,Medium,1,No,Medium,2,more than 1,3,No,7.098995281283338
No,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,6.688977185177567
No,Points,Postcard,Low,1,Yes,High,2,1,4,No,7.091742115095153
No,Air Miles,Postcard,Medium,more than 1,No,High,more than 2,more than 1,2,No,7.015936811826665
No,Cash Back,Postcard,Medium,more than 1,No,High,1,1,2,No,7.046864834686337
Yes,Air Miles,Letter,Low,1,No,Medium,2,1,4,No,6.847474348097207
No,Cash Back,Postcard,High,1,No,High,2,1,1,No,7.206377291472252
No,Points,Letter,Medium,more than 1,No,Medium,2,more than 1,3,Yes,6.475817850542858
No,Cash Back,Postcard,High,more than 1,No,Low,1,1,5,No,6.914482599731564
No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,7.071997722376186
No,Cash Back,Letter,High,1,Yes,Low,more than 2,1,4,Yes,7.018849326487724
No,Cash Back,Letter,Medium,more than 1,No,Medium,1,more than 1,3,Yes,7.201916317531627
No,Points,Letter,High,1,No,High,more than 2,1,5,Yes,6.667592722498332
No,Points,Letter,Low,1,No,High,2,1,5,Yes,7.260522598089852
No,Cash Back,Postcard,High,1,Yes,Medium,2,more than 1,3,Yes,6.836527769693769
No,Air Miles,Letter,Low,more than 1,No,Medium,1,1,4,Yes,6.90625415285587
No,Cash Back,Postcard,High,1,No,Low,1,1,4,Yes,6.712044485069167
No,Points,Letter,Low,1,Yes,Low,2,more than 1,5,Yes,7.078130764757691
No,Cash Back,Postcard,Medium,more than 1,No,Medium,more than 2,1,5,Yes,6.927802974285915
No,Points,Letter,Low,more than 1,No,Low,2,1,3,No,6.985410523547741
No,Cash Back,Postcard,High,more than 1,No,Medium,more than 2,1,4,Yes,6.892641641172089
Yes,Air Miles,Letter,Medium,1,Yes,Medium,more than 2,more than 1,3,Yes,6.5231951315538685
No,Points,Letter,High,1,No,High,1,1,4,Yes,7.040317452065108
No,Air Miles,Letter,High,1,No,Low,1,1,4,Yes,7.029530335908058
No,Air Miles,Letter,Medium,1,No,High,2,more than 1,2,Yes,7.085692237458268
No,Points,Postcard,Medium,more than 1,Yes,Medium,2,more than 1,6,Yes,6.9134888108298975
No,Cash Back,Letter,High,1,No,High,more than 2,1,3,Yes,6.7773618150485415
No,Points,Letter,Low,1,No,Medium,1,1,3,Yes,7.21505613830307
No,Cash Back,Letter,Medium,1,No,Low,more than 2,1,4,Yes,6.9169627597330505
No,Air Miles,Postcard,Medium,1,No,High,2,more than 1,5,Yes,7.119231025428665
No,Air Miles,Postcard,Low,1,No,Low,more than 2,1,5,Yes,7.06069093525285
No,Cash Back,Postcard,Low,1,No,Medium,2,1,4,Yes,6.89035476430197
No,Air Miles,Postcard,High,1,No,Low,1,1,2,Yes,7.107015889833015
No,Points,Postcard,Medium,more than 1,No,Medium,2,more than 1,3,No,7.100233415985461
No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,6.629032947901828
Yes,Points,Postcard,Low,1,No,Low,2,1,4,Yes,7.157346000311195
No,Points,Letter,Low,1,No,High,1,more than 1,5,Yes,6.975413927455952
No,Air Miles,Postcard,Medium,1,No,High,more than 2,1,3,Yes,6.888827269096618
No,Points,Letter,Medium,more than 1,Yes,High,2,1,4,Yes,6.5799454154395765
No,Cash Back,Postcard,High,1,Yes,High,2,1,5,No,7.069023426578259
No,Air Miles,Postcard,Low,more than 1,No,Low,2,1,5,Yes,7.0762314289540384
No,Points,Letter,High,1,No,High,1,1,3,No,7.050556077613808
No,Points,Letter,High,1,No,Low,more than 2,more than 1,3,No,7.050772785817062
No,Air Miles,Postcard,Medium,1,No,Medium,more than 2,more than 1,3,No,7.047082344203236
No,Points,Letter,Low,1,Yes,Low,2,1,5,Yes,6.851713888098512
No,Points,Postcard,High,1,No,Medium,more than 2,more than 1,4,Yes,6.496774990185863
No,Points,Postcard,Medium,1,No,Low,2,more than 1,3,Yes,6.679285066162202
No,Cash Back,Letter,Medium,more than 1,No,Medium,more than 2,more than 1,3,Yes,7.226027175387924
No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,6.88423073393518
No,Points,Postcard,Medium,1,No,Medium,2,1,4,No,6.9648442459662645
No,Cash Back,Postcard,Medium,more than 1,No,High,more than 2,more than 1,5,No,7.536230596181499
No,Cash Back,Letter,Low,1,No,High,2,1,2,Yes,6.898462232070544
No,Points,Letter,Medium,1,No,Low,1,1,1,Yes,6.639548983031013
No,Points,Postcard,High,more than 1,No,Medium,2,1,4,Yes,6.8611876431658025
No,Cash Back,Postcard,Medium,1,No,Medium,more than 2,more than 1,3,No,7.213952385431632
No,Air Miles,Postcard,Medium,more than 1,No,Medium,2,1,4,Yes,6.811794887836226
No,Points,Postcard,Low,1,No,High,2,more than 1,4,No,6.505410298210216
No,Cash Back,Postcard,Low,1,No,Medium,1,1,2,Yes,7.209525150751537
No,Points,Letter,High,1,No,High,1,1,4,No,7.081078135312391
No,Air Miles,Letter,High,1,No,Low,2,1,2,Yes,6.583409222158765
No,Air Miles,Letter,High,1,Yes,Low,2,1,5,No,7.067959030522473
No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,6.75110146893676
No,Points,Letter,Low,1,No,High,1,more than 1,4,Yes,7.205263912251653
No,Air Miles,Letter,High,more than 1,Yes,Low,more than 2,1,4,Yes,6.80599937002775
No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,7.248859627929911
No,Points,Postcard,Medium,1,No,High,1,1,4,No,6.846411648741085
No,Air Miles,Letter,Low,1,No,High,2,more than 1,3,Yes,6.604621101971435
No,Cash Back,Letter,Medium,more than 1,No,High,2,1,2,Yes,7.106606137727303
No,Air Miles,Postcard,Medium,1,No,High,2,1,5,No,7.079605535908796
No,Cash Back,Postcard,Medium,more than 1,No,High,more than 2,more than 1,4,Yes,7.075174681523985
No,Cash Back,Postcard,Low,1,Yes,Low,more than 2,1,3,Yes,6.946254578132747
Yes,Air Miles,Letter,Medium,1,Yes,Medium,more than 2,1,3,Yes,6.864586783580759
No,Cash Back,Postcard,Low,more than 1,No,High,more than 2,1,6,Yes,6.999194339298919
No,Cash Back,Letter,Low,1,No,Medium,1,1,2,No,6.903245123504251
No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,6.666638675677677
No,Points,Letter,Low,1,No,High,more than 2,1,4,Yes,6.677083461247136
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,No,7.117813590747692
No,Points,Letter,High,1,Yes,High,1,1,4,No,6.689910166119136
Yes,Air Miles,Postcard,Low,more than 1,No,Low,2,1,4,Yes,7.028201432058005
No,Air Miles,Postcard,High,more than 1,No,High,2,1,5,No,6.954400286805181
No,Air Miles,Letter,High,1,No,Medium,2,1,4,No,6.941673497185597
No,Air Miles,Postcard,Low,1,No,High,2,1,3,Yes,7.1590974846550255
No,Air Miles,Letter,Low,more than 1,No,High,more than 2,more than 1,4,Yes,6.639875833826536
No,Points,Letter,Medium,1,No,High,1,1,3,Yes,6.423246963533519
No,Air Miles,Postcard,High,1,No,Medium,1,1,3,Yes,6.97914527506881
No,Cash Back,Postcard,Low,1,No,Medium,2,1,5,No,7.1010579882853255
No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,6.8001700683022
No,Air Miles,Postcard,Medium,more than 1,No,Medium,2,1,3,No,6.771935555839602
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,Yes,7.123672785204607
No,Cash Back,Postcard,Medium,more than 1,No,Medium,1,1,4,Yes,6.962006693814053
No,Points,Postcard,Low,1,No,Low,1,more than 1,2,No,6.522827822091521
No,Cash Back,Letter,High,1,No,Low,2,1,4,Yes,6.947937068614969
No,Points,Letter,Low,more than 1,No,High,2,more than 1,3,Yes,7.21890970761906
No,Air Miles,Letter,Medium,1,Yes,High,more than 2,1,3,No,7.039222041724443
No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,6.925349587383089
No,Points,Letter,Low,more than 1,No,Medium,2,1,2,No,7.258236078757542
No,Air Miles,Postcard,Low,1,No,Low,1,1,4,Yes,7.160457632537892
No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,7.145196134997171
No,Points,Letter,Medium,more than 1,No,High,2,1,3,Yes,6.792905437303195
No,Air Miles,Letter,High,more than 1,No,High,2,1,2,Yes,6.774795151725907
No,Air Miles,Letter,Low,1,No,Medium,2,1,1,No,7.001473282855889
No,Air Miles,Letter,Medium,1,No,Low,1,1,5,Yes,7.039879431909179
No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,7.230019921164154
No,Cash Back,Postcard,Low,more than 1,No,High,2,1,3,Yes,6.836259277277067
No,Cash Back,Letter,Medium,more than 1,No,Low,2,1,2,Yes,6.8316838420308414
No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,7.29505641646263
No,Points,Letter,High,1,No,High,2,more than 1,3,Yes,7.127292334702235
No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,7.012340494172212
No,Points,Postcard,Low,1,No,High,2,1,4,Yes,6.8911176378291135
No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,6.990026271414931
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,Yes,7.106811034767257
No,Points,Postcard,Medium,1,No,High,more than 2,1,4,Yes,6.947696886075085
No,Points,Postcard,Medium,1,No,High,1,1,4,No,6.893656354602635
Yes,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,3,Yes,7.137874444032772
No,Cash Back,Letter,Medium,more than 1,No,Medium,2,1,5,No,6.85751406254539
No,Cash Back,Postcard,High,1,No,Low,1,more than 1,3,Yes,7.110083690582427
No,Cash Back,Letter,Low,1,No,High,2,more than 1,4,No,7.144801735465339
No,Points,Letter,High,1,No,Medium,1,1,3,Yes,6.545708791241494
No,Air Miles,Letter,Medium,more than 1,No,Low,1,1,4,Yes,7.112531172938162
No,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,6.752270376141742
No,Air Miles,Letter,Low,1,No,High,2,1,2,Yes,7.511524648390866
No,Air Miles,Postcard,Medium,more than 1,Yes,High,2,more than 1,5,No,6.8073823048353495
No,Air Miles,Postcard,Low,1,Yes,High,more than 2,1,3,No,6.803227749628203
No,Points,Postcard,Medium,1,No,High,2,1,1,Yes,7.089243155027514
No,Points,Letter,Medium,1,No,High,1,1,4,No,6.9596359008591255
No,Cash Back,Postcard,Medium,1,No,High,2,more than 1,4,No,6.88423073393518
No,Points,Letter,Medium,more than 1,No,High,more than 2,1,4,Yes,7.02331361961641
Yes,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,6.799891633106192
No,Cash Back,Letter,High,1,No,Medium,1,1,3,No,6.770215864960075
No,Air Miles,Postcard,Low,1,No,High,1,1,4,Yes,6.814268435888673
No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,7.003292705691201
No,Cash Back,Postcard,Medium,more than 1,Yes,Medium,more than 2,1,3,No,6.895682697747868
No,Cash Back,Postcard,Medium,1,No,High,2,1,5,No,6.842950055616021
No,Points,Letter,Medium,1,No,Low,2,1,3,No,7.122059881629142
No,Cash Back,Postcard,Medium,more than 1,No,High,1,1,2,Yes,7.158513997329321
No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,6.9909468698689015
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,Yes,6.918695219020472
No,Cash Back,Letter,Medium,1,No,High,2,1,5,Yes,6.785587645007929
No,Cash Back,Letter,Low,1,No,High,1,1,3,Yes,6.859877198737673
No,Cash Back,Postcard,Medium,more than 1,No,Medium,2,1,5,Yes,6.937314081223682
No,Cash Back,Postcard,Medium,more than 1,No,Low,2,1,4,No,7.109879463072272
No,Cash Back,Letter,Medium,1,Yes,Low,2,1,6,Yes,7.014589707895964
No,Points,Letter,Low,more than 1,No,Low,2,1,3,Yes,7.058973090724758
No,Cash Back,Letter,Medium,more than 1,No,High,2,1,3,No,6.485779618746983
No,Air Miles,Letter,Medium,1,No,Low,more than 2,1,6,No,6.7537295913430295
No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,7.353081920515432
No,Cash Back,Postcard,Medium,1,No,High,more than 2,1,5,No,7.194812156039999
No,Air Miles,Letter,Medium,1,No,Low,more than 2,more than 1,3,Yes,7.01907301511409
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,No,7.156371626269378
No,Air Miles,Letter,Medium,more than 1,No,High,2,1,4,Yes,7.099201743553092
No,Points,Postcard,Medium,more than 1,No,High,2,1,4,No,7.101675971619444
No,Points,Postcard,Medium,more than 1,No,Low,2,1,6,Yes,7.316049714100461
No,Points,Postcard,Medium,1,No,High,more than 2,more than 1,4,Yes,7.191429330036379
No,Air Miles,Postcard,Medium,1,Yes,High,1,more than 1,4,Yes,6.97751452339699
No,Points,Letter,Medium,1,Yes,Medium,2,more than 1,3,Yes,7.027314514039777
Yes,Points,Postcard,Low,1,No,Low,2,more than 1,2,Yes,6.558906771292869
No,Points,Letter,Medium,more than 1,No,Low,1,1,3,Yes,6.828712071641684
No,Air Miles,Postcard,Low,more than 1,No,Medium,1,1,5,No,6.937799400330514
No,Air Miles,Letter,Medium,1,No,Low,1,1,3,No,7.252408247693544
No,Points,Letter,Medium,1,No,Medium,more than 2,1,4,Yes,7.110083690582427
No,Points,Postcard,Medium,1,No,Medium,2,more than 1,3,Yes,7.067532954674527
No,Points,Letter,Medium,more than 1,No,Low,1,1,4,No,6.5757729476337765
No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,6.774509559834775
No,Air Miles,Postcard,High,1,Yes,High,2,1,3,Yes,6.985410523547741
No,Air Miles,Postcard,Low,more than 1,No,High,1,1,4,Yes,6.839208736447027
No,Air Miles,Postcard,High,1,No,High,2,1,3,No,6.615060664706812
No,Air Miles,Postcard,High,more than 1,No,Low,more than 2,1,3,Yes,6.952489610322308
No,Cash Back,Letter,Medium,more than 1,No,Low,2,more than 1,4,Yes,6.879355804460439
No,Cash Back,Letter,Medium,1,No,Low,1,1,3,No,7.038125430143992
No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,3,Yes,6.654152520183219
No,Air Miles,Postcard,Medium,1,No,High,more than 2,1,4,Yes,7.157540761242768
No,Air Miles,Letter,High,more than 1,No,High,1,1,3,Yes,7.170119543449628
No,Points,Postcard,Medium,1,No,High,more than 2,1,3,No,6.833301093057189
No,Cash Back,Letter,Medium,1,No,Medium,more than 2,1,2,Yes,6.999878567857943
No,Cash Back,Postcard,Medium,1,No,Low,2,1,5,No,6.898209866138606
No,Cash Back,Letter,High,1,No,Low,2,1,3,No,6.952967621803685
No,Cash Back,Letter,Low,1,No,High,more than 2,more than 1,3,No,6.992326180432407
No,Air Miles,Letter,Medium,more than 1,No,Low,2,more than 1,3,No,6.8684945650288345
No,Air Miles,Letter,High,1,No,Low,2,1,5,No,6.842683282238422
No,Cash Back,Letter,Low,1,No,Low,2,1,4,Yes,7.05444965813294
No,Points,Letter,High,1,No,Low,more than 2,1,2,No,6.964135612418245
No,Points,Letter,Low,1,No,Medium,1,1,3,Yes,6.838137212101267
No,Points,Postcard,High,1,No,Medium,1,1,3,No,6.929027414257677
No,Air Miles,Postcard,High,1,Yes,Medium,1,1,4,Yes,6.851184927493743
Yes,Points,Postcard,Medium,1,No,High,2,1,4,Yes,6.589613999045648
Yes,Points,Postcard,Medium,1,No,Low,2,more than 1,2,Yes,7.016161152825924
No,Air Miles,Letter,Low,1,Yes,Medium,2,more than 1,6,Yes,6.551794365777062
No,Points,Postcard,High,1,No,High,1,1,5,No,6.655440350367647
No,Points,Letter,Medium,more than 1,No,High,2,1,5,Yes,6.7013459266590925
No,Cash Back,Letter,Medium,1,No,Low,2,1,5,No,7.02331361961641
Yes,Air Miles,Letter,Medium,1,No,Medium,2,more than 1,2,No,6.966967138613983
No,Points,Postcard,Medium,1,No,Low,more than 2,1,4,Yes,7.193310090417744
No,Air Miles,Postcard,Medium,more than 1,No,High,1,1,3,Yes,7.438089369136171
No,Cash Back,Postcard,Low,more than 1,No,Low,1,1,3,Yes,6.806552773472975
No,Points,Postcard,Low,1,No,High,1,more than 1,5,Yes,6.98100574072173
No,Cash Back,Postcard,Medium,1,Yes,High,1,more than 1,4,Yes,6.486160788944089
No,Cash Back,Postcard,High,1,No,Medium,2,1,4,No,6.785305119225573
No,Cash Back,Postcard,Low,1,Yes,Medium,1,more than 1,4,Yes,6.78502251359984
No,Air Miles,Postcard,Medium,more than 1,No,Medium,2,more than 1,3,Yes,6.916467219584159
No,Points,Letter,High,more than 1,No,High,2,1,3,Yes,6.817557011063989
No,Points,Postcard,Medium,more than 1,No,Low,1,1,5,Yes,7.108244139731541
No,Air Miles,Postcard,Medium,1,No,Medium,more than 2,1,3,No,7.434847875211999
No,Points,Postcard,High,1,No,Low,2,1,3,Yes,7.0044281662423975
No,Air Miles,Letter,Medium,1,No,High,2,more than 1,4,No,6.626717749249025
No,Cash Back,Postcard,Medium,more than 1,No,High,2,1,3,No,6.994162306722876
No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,6.8343778091773615
No,Air Miles,Letter,Medium,1,No,Medium,more than 2,more than 1,4,No,7.169157542413437
No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,7.100439622811638
No,Points,Letter,Low,1,No,Medium,2,1,4,Yes,7.053369627787109
No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,6.897957436502026
